Crop,Soil_Type,Crop_Growth_Stage,Irrigation_Method,Water_Availability,Soil_Moisture_pct,Temperature_C,Relative_Humidity_pct,Rainfall_24h_mm,Rainfall_7d_mm,ETo_mm_day,Land_Area_ha,Irrigation_Need,Irrigation_Amount_mm_day,Crop_ID,Data_Type
Banana,Sandy,Flowering,Rainfed,Medium,69.52,35.86,50.6,0.74,88.92,3.5,1.11,Low,5.03,BANANA,Synthetic
Banana,Clay,Grain Filling,Sprinkler,Low,14.34,29.74,33.99,9.33,90.08,5.25,0.56,High,11.87,BANANA,Synthetic
Wheat,Clay,Maturity,Flood,High,68.47,32.57,42.53,4.0,17.03,7.99,0.58,Medium,7.77,WHEAT,Synthetic
Tomato,Sandy,Vegetative,Rainfed,Low,38.62,24.65,79.0,17.82,15.71,2.11,12.14,Low,3.84,TOMATO,Synthetic
Cotton,Clay Loam,Grain Filling,Flood,High,41.78,36.06,47.23,7.38,28.34,5.39,0.38,High,10.67,COTTON,Synthetic
Sugarcane,Clay,Grain Filling,Flood,High,62.51,22.73,61.9,8.75,38.8,7.46,5.83,High,10.02,SUGARCANE,Synthetic
Groundnut,Sandy Loam,Grain Filling,Flood,Medium,13.26,40.75,53.21,3.32,37.12,7.82,1.31,High,12.0,GROUNDNUT,Synthetic
Maize,Clay,Vegetative,Rainfed,High,53.76,41.49,88.72,2.74,113.85,4.0,19.35,Low,4.38,MAIZE,Synthetic
Banana,Clay,Vegetative,Sprinkler,Medium,47.88,28.45,49.23,15.75,95.24,7.55,17.83,High,12.0,BANANA,Synthetic
Rice,Sandy Loam,Grain Filling,Drip,Low,68.98,26.53,54.45,17.11,21.54,4.16,0.36,Medium,7.27,RICE,Synthetic
Rice,Loamy,Grain Filling,Flood,Low,24.04,26.75,58.43,21.14,19.65,6.98,1.18,High,12.0,RICE,Synthetic
Cotton,Sandy Loam,Maturity,Rainfed,Medium,16.62,32.39,71.31,13.36,88.15,6.57,12.23,High,8.63,COTTON,Synthetic
Wheat,Loamy,Vegetative,Rainfed,Medium,71.17,26.01,77.58,2.57,110.65,2.52,0.3,Low,3.33,WHEAT,Synthetic
Rice,Clay,Vegetative,Drip,Low,19.67,21.91,89.03,9.7,94.14,3.4,4.71,Medium,6.42,RICE,Synthetic
Sugarcane,Clay Loam,Grain Filling,Drip,Medium,25.84,24.68,84.72,2.14,52.76,7.21,14.53,High,12.0,SUGARCANE,Synthetic
Sugarcane,Sandy Loam,Maturity,Flood,Medium,36.01,19.25,55.13,7.9,10.26,2.07,2.83,Low,2.76,SUGARCANE,Synthetic
Wheat,Loamy,Vegetative,Flood,Medium,66.9,24.85,75.4,14.54,57.29,4.56,3.7,Low,4.94,WHEAT,Synthetic
Banana,Loamy,Maturity,Flood,Low,38.33,35.27,48.6,14.08,91.89,7.23,8.38,High,9.97,BANANA,Synthetic
Potato,Clay Loam,Vegetative,Drip,Medium,29.45,30.57,69.79,8.48,99.16,4.73,0.62,Low,4.95,POTATO,Synthetic
Soybean,Loamy,Flowering,Sprinkler,Low,69.04,32.39,83.97,12.78,40.83,3.26,1.13,Low,4.27,SOYBEAN,Synthetic
Sugarcane,Sandy Loam,Grain Filling,Flood,Medium,69.27,23.47,85.27,5.18,52.87,4.59,10.05,Low,5.28,SUGARCANE,Synthetic
Groundnut,Clay,Vegetative,Flood,Medium,60.46,24.48,64.22,22.29,25.66,7.4,0.36,High,8.79,GROUNDNUT,Synthetic
Rice,Sandy Loam,Maturity,Flood,Low,69.18,34.31,80.6,2.37,57.01,6.99,13.82,High,9.37,RICE,Synthetic
Potato,Loamy,Maturity,Flood,Medium,36.23,28.02,54.95,11.02,44.01,3.63,0.22,Low,3.25,POTATO,Synthetic
Wheat,Clay,Maturity,Flood,Medium,57.45,37.53,78.42,28.18,47.71,5.42,19.07,Low,3.82,WHEAT,Synthetic
Tomato,Clay Loam,Flowering,Drip,Low,62.84,40.24,52.57,6.42,219.16,5.91,2.21,High,8.79,TOMATO,Synthetic
Maize,Sandy Loam,Vegetative,Flood,High,39.64,26.8,40.36,4.69,36.17,2.16,11.49,Low,3.5,MAIZE,Synthetic
Tomato,Loamy,Flowering,Sprinkler,Medium,60.37,26.21,70.5,35.71,59.75,2.13,0.74,Low,0.96,TOMATO,Synthetic
Cotton,Loamy,Grain Filling,Flood,Medium,15.4,29.2,48.58,8.02,91.39,3.07,1.06,Medium,6.64,COTTON,Synthetic
Sugarcane,Loamy,Flowering,Drip,Medium,28.41,31.55,84.52,20.07,19.45,7.51,1.98,High,12.0,SUGARCANE,Synthetic
Soybean,Sandy,Flowering,Flood,Medium,65.53,30.49,58.37,10.24,70.0,7.02,6.59,High,9.56,SOYBEAN,Synthetic
Maize,Sandy Loam,Flowering,Rainfed,High,27.44,30.11,55.68,2.75,59.17,6.88,16.88,High,10.92,MAIZE,Synthetic
Sugarcane,Clay,Maturity,Sprinkler,High,49.49,24.15,47.95,13.31,48.99,4.99,1.19,Medium,6.09,SUGARCANE,Synthetic
Groundnut,Clay Loam,Grain Filling,Rainfed,Medium,32.02,30.39,55.11,6.96,173.28,6.73,0.27,High,8.73,GROUNDNUT,Synthetic
Maize,Sandy Loam,Grain Filling,Drip,Medium,48.77,31.13,49.38,29.29,34.22,2.14,0.41,Low,3.7,MAIZE,Synthetic
Groundnut,Loamy,Maturity,Flood,High,48.01,34.42,76.09,7.05,16.4,5.77,4.01,Medium,5.04,GROUNDNUT,Synthetic
Sugarcane,Sandy,Grain Filling,Sprinkler,Low,19.97,22.07,35.32,32.22,45.25,7.72,4.81,High,12.0,SUGARCANE,Synthetic
Wheat,Clay,Seedling,Sprinkler,Medium,33.88,24.34,77.89,14.25,58.57,3.78,9.58,Low,3.38,WHEAT,Synthetic
Cotton,Clay,Maturity,Rainfed,Low,58.25,28.42,47.42,2.03,25.98,2.67,17.19,Low,3.67,COTTON,Synthetic
Cotton,Clay Loam,Grain Filling,Rainfed,Medium,41.97,24.76,83.95,3.82,44.98,7.55,0.25,High,11.01,COTTON,Synthetic
Banana,Loamy,Flowering,Sprinkler,Low,18.93,31.3,39.54,8.53,128.82,5.72,0.66,High,12.0,BANANA,Synthetic
Sugarcane,Sandy,Flowering,Rainfed,High,53.93,30.73,67.33,4.29,215.88,6.6,7.14,High,9.94,SUGARCANE,Synthetic
Banana,Sandy Loam,Vegetative,Sprinkler,High,23.63,26.79,63.21,24.0,48.99,6.79,2.07,High,8.88,BANANA,Synthetic
Maize,Clay,Vegetative,Flood,Medium,31.26,22.33,67.95,0.24,6.4,4.91,16.8,Medium,7.14,MAIZE,Synthetic
Tomato,Clay,Vegetative,Drip,Low,52.31,23.69,61.6,14.95,57.72,6.35,2.54,High,8.93,TOMATO,Synthetic
Potato,Loamy,Seedling,Rainfed,Medium,48.85,39.53,59.19,9.83,83.58,3.08,5.12,Low,1.67,POTATO,Synthetic
Maize,Loamy,Vegetative,Rainfed,Medium,30.26,34.21,83.97,16.86,115.86,5.78,0.47,Medium,7.22,MAIZE,Synthetic
Potato,Sandy,Maturity,Rainfed,Low,67.97,28.41,55.79,12.71,137.15,2.56,1.43,Low,2.2,POTATO,Synthetic
Maize,Clay,Grain Filling,Flood,Medium,39.69,35.09,79.2,11.76,31.48,4.67,1.53,Medium,8.11,MAIZE,Synthetic
Cotton,Sandy Loam,Vegetative,Drip,Low,30.39,26.65,50.36,9.74,50.09,7.09,14.07,High,12.0,COTTON,Synthetic
Wheat,Sandy Loam,Flowering,Drip,Medium,41.0,33.44,34.56,4.76,64.98,2.32,10.34,Low,3.04,WHEAT,Synthetic
Maize,Loamy,Flowering,Rainfed,Medium,70.9,27.63,72.87,13.93,11.77,5.45,1.48,Medium,7.92,MAIZE,Synthetic
Cotton,Loamy,Flowering,Sprinkler,Medium,12.96,19.21,47.1,16.62,166.0,4.77,1.05,Medium,7.48,COTTON,Synthetic
Sugarcane,Sandy,Vegetative,Flood,High,21.99,23.2,55.51,5.34,68.25,3.79,14.99,Medium,5.09,SUGARCANE,Synthetic
Groundnut,Clay Loam,Maturity,Drip,High,60.12,26.79,34.6,0.46,110.98,6.38,0.28,Low,3.63,GROUNDNUT,Synthetic
Potato,Sandy,Vegetative,Sprinkler,High,24.75,32.05,85.44,5.06,29.48,3.05,4.62,Low,4.82,POTATO,Synthetic
Soybean,Loamy,Maturity,Flood,Medium,26.21,32.46,85.09,13.46,74.63,4.74,1.15,Medium,7.43,SOYBEAN,Synthetic
Soybean,Loamy,Vegetative,Flood,Medium,15.07,21.0,80.08,5.04,59.46,6.39,6.18,High,9.36,SOYBEAN,Synthetic
Banana,Sandy Loam,Flowering,Sprinkler,Medium,16.96,34.34,86.07,11.7,64.39,4.59,1.17,High,9.88,BANANA,Synthetic
Groundnut,Loamy,Seedling,Sprinkler,Medium,58.81,23.75,71.6,2.58,40.6,6.15,0.44,Medium,6.97,GROUNDNUT,Synthetic
Banana,Sandy Loam,Flowering,Flood,Medium,25.28,37.07,67.08,11.49,92.02,3.81,0.33,Medium,6.98,BANANA,Synthetic
Potato,Loamy,Maturity,Drip,High,45.17,25.21,76.04,1.65,48.68,3.05,0.25,Low,2.91,POTATO,Synthetic
Rice,Sandy Loam,Grain Filling,Flood,Low,24.13,32.24,60.68,5.2,40.51,4.12,1.1,High,10.49,RICE,Synthetic
Cotton,Sandy,Vegetative,Drip,Medium,66.72,36.57,62.69,10.28,20.86,7.37,2.19,High,9.2,COTTON,Synthetic
Tomato,Loamy,Seedling,Drip,Medium,19.61,34.94,44.36,8.45,98.12,5.31,6.74,Medium,6.77,TOMATO,Synthetic
Groundnut,Clay Loam,Maturity,Sprinkler,High,59.35,26.71,73.86,6.43,42.74,3.87,2.32,Low,2.18,GROUNDNUT,Synthetic
Cotton,Clay Loam,Flowering,Sprinkler,Medium,39.93,36.52,47.48,4.24,186.55,3.46,0.33,Low,5.21,COTTON,Synthetic
Sugarcane,Clay Loam,Maturity,Sprinkler,Low,56.17,18.28,60.29,6.87,16.01,3.22,4.01,Low,4.6,SUGARCANE,Synthetic
Rice,Loamy,Grain Filling,Drip,Low,17.07,35.06,68.4,6.47,74.9,7.73,0.26,High,12.0,RICE,Synthetic
Maize,Loamy,Grain Filling,Rainfed,Medium,19.08,21.83,73.17,12.71,11.23,7.96,0.51,High,12.0,MAIZE,Synthetic
Rice,Clay Loam,Grain Filling,Drip,Medium,58.2,21.08,41.41,26.25,34.09,5.93,3.02,Medium,7.63,RICE,Synthetic
Banana,Loamy,Maturity,Flood,Medium,64.7,33.88,54.99,16.17,51.06,4.46,0.71,Low,4.57,BANANA,Synthetic
Sugarcane,Clay,Grain Filling,Rainfed,Medium,52.95,38.53,61.39,4.07,80.57,2.29,6.98,Low,5.75,SUGARCANE,Synthetic
Cotton,Sandy Loam,Vegetative,Drip,Medium,41.12,28.1,68.08,23.54,79.76,5.9,3.17,High,8.62,COTTON,Synthetic
Soybean,Sandy,Flowering,Sprinkler,High,23.15,31.76,81.9,2.14,108.07,2.31,8.07,Low,2.87,SOYBEAN,Synthetic
Banana,Clay,Seedling,Drip,High,14.93,27.08,33.54,19.47,24.28,5.77,0.35,High,9.44,BANANA,Synthetic
Rice,Sandy Loam,Grain Filling,Drip,Low,38.69,21.9,33.91,15.32,85.63,2.23,12.2,Low,4.9,RICE,Synthetic
Cotton,Loamy,Maturity,Drip,High,41.31,30.03,53.28,7.62,86.02,2.48,2.18,Low,4.09,COTTON,Synthetic
Sugarcane,Sandy,Grain Filling,Flood,High,39.36,26.44,68.64,17.33,57.4,3.14,0.47,Low,5.41,SUGARCANE,Synthetic
Rice,Clay Loam,Vegetative,Rainfed,Medium,67.07,36.18,66.78,4.4,16.95,4.8,0.92,Medium,6.99,RICE,Synthetic
Tomato,Loamy,Vegetative,Flood,Medium,50.41,39.47,69.74,11.99,21.83,5.73,0.22,Medium,6.32,TOMATO,Synthetic
Soybean,Clay Loam,Flowering,Flood,Medium,65.39,27.4,35.04,4.74,85.83,6.46,4.32,High,9.0,SOYBEAN,Synthetic
Wheat,Clay Loam,Vegetative,Drip,High,13.0,26.63,39.75,24.31,34.9,6.21,0.45,High,9.04,WHEAT,Synthetic
Sugarcane,Sandy,Flowering,Rainfed,Low,53.61,21.45,49.64,1.49,122.68,3.52,18.81,Medium,7.44,SUGARCANE,Synthetic
Groundnut,Clay Loam,Grain Filling,Rainfed,Medium,67.77,18.82,86.92,8.41,102.94,4.02,3.88,Low,4.18,GROUNDNUT,Synthetic
Wheat,Clay,Maturity,Sprinkler,Medium,54.43,26.74,35.83,5.69,154.71,4.65,0.71,Medium,5.55,WHEAT,Synthetic
Soybean,Sandy,Seedling,Rainfed,Low,65.9,25.52,47.24,3.25,82.34,6.27,0.34,Medium,5.57,SOYBEAN,Synthetic
Tomato,Clay Loam,Vegetative,Rainfed,Medium,23.0,20.7,83.3,46.13,37.62,3.99,0.84,Medium,6.63,TOMATO,Synthetic
Potato,Loamy,Vegetative,Drip,High,25.14,40.08,50.84,5.93,62.21,4.03,0.83,Medium,5.68,POTATO,Synthetic
Potato,Clay,Maturity,Flood,Low,21.37,21.07,82.77,1.37,26.29,5.52,5.16,High,8.15,POTATO,Synthetic
Rice,Sandy Loam,Seedling,Sprinkler,Medium,53.83,26.62,61.28,8.78,35.13,5.2,7.14,Low,5.28,RICE,Synthetic
Soybean,Sandy Loam,Grain Filling,Drip,Medium,19.27,35.17,63.35,1.97,87.72,2.09,2.35,Low,3.64,SOYBEAN,Synthetic
Tomato,Loamy,Seedling,Sprinkler,Low,66.45,22.18,77.69,6.79,63.37,2.81,4.08,Low,2.62,TOMATO,Synthetic
Banana,Loamy,Seedling,Flood,Low,31.56,25.37,53.85,5.15,58.07,7.41,6.85,High,11.19,BANANA,Synthetic
Tomato,Clay Loam,Grain Filling,Flood,High,38.65,41.53,43.26,16.72,42.13,2.57,1.32,Low,3.87,TOMATO,Synthetic
Sugarcane,Sandy,Vegetative,Rainfed,High,66.62,34.08,78.18,12.14,39.2,5.17,0.34,Medium,5.55,SUGARCANE,Synthetic
Groundnut,Sandy,Flowering,Flood,Low,64.15,32.34,85.33,7.14,23.3,7.19,0.66,High,10.03,GROUNDNUT,Synthetic
Potato,Sandy Loam,Seedling,Drip,Medium,41.73,21.0,68.51,8.77,70.69,2.36,0.83,Low,3.67,POTATO,Synthetic
Banana,Sandy Loam,Maturity,Flood,High,36.56,29.37,33.15,3.2,21.68,4.97,14.16,Medium,6.81,BANANA,Synthetic
Maize,Clay Loam,Maturity,Drip,Medium,14.32,19.67,42.07,21.81,67.53,3.36,3.64,Low,4.49,MAIZE,Synthetic
Cotton,Loamy,Flowering,Drip,Low,50.0,31.85,59.25,4.38,171.45,3.96,6.44,Medium,7.42,COTTON,Synthetic
Tomato,Loamy,Flowering,Rainfed,Medium,19.01,35.2,49.29,1.63,133.56,4.65,0.89,Medium,7.7,TOMATO,Synthetic
Sugarcane,Clay Loam,Vegetative,Sprinkler,Medium,31.84,26.26,69.13,8.24,50.33,5.04,0.44,Medium,7.62,SUGARCANE,Synthetic
Tomato,Sandy,Maturity,Rainfed,Medium,60.81,18.51,66.52,8.17,72.79,2.1,7.28,Low,2.8,TOMATO,Synthetic
Rice,Sandy,Flowering,Flood,Low,70.23,41.23,33.84,9.93,29.53,5.6,0.7,High,12.0,RICE,Synthetic
Cotton,Clay Loam,Seedling,Sprinkler,Low,27.77,31.18,41.83,27.77,30.63,4.41,4.58,Medium,7.33,COTTON,Synthetic
Soybean,Clay Loam,Maturity,Drip,Low,57.67,41.02,52.59,22.88,41.1,2.54,9.36,Low,2.32,SOYBEAN,Synthetic
Banana,Sandy Loam,Vegetative,Rainfed,Medium,48.63,40.58,83.79,22.96,35.85,6.56,0.27,High,10.56,BANANA,Synthetic
Maize,Clay Loam,Grain Filling,Flood,High,38.14,37.54,39.31,26.05,41.74,3.29,0.4,Medium,6.27,MAIZE,Synthetic
Cotton,Sandy,Maturity,Rainfed,Medium,40.99,28.57,89.01,20.19,34.6,4.85,0.44,Low,5.05,COTTON,Synthetic
Banana,Loamy,Flowering,Drip,Low,40.62,20.3,86.74,10.39,206.21,6.72,1.7,High,11.72,BANANA,Synthetic
Cotton,Clay Loam,Grain Filling,Rainfed,Medium,60.84,37.68,38.84,16.43,15.02,3.97,0.27,Medium,7.4,COTTON,Synthetic
Groundnut,Loamy,Vegetative,Sprinkler,Medium,44.19,32.59,71.46,7.27,130.53,7.88,14.88,High,10.79,GROUNDNUT,Synthetic
Banana,Sandy,Flowering,Flood,Medium,22.9,38.26,57.92,23.56,46.78,3.62,13.41,Medium,6.15,BANANA,Synthetic
Banana,Clay Loam,Vegetative,Rainfed,Medium,43.71,18.33,84.53,1.84,30.7,2.39,0.59,Low,4.82,BANANA,Synthetic
Groundnut,Clay,Flowering,Rainfed,Medium,57.3,36.13,40.97,1.32,129.14,3.69,1.41,Low,3.77,GROUNDNUT,Synthetic
Cotton,Sandy,Seedling,Sprinkler,Medium,23.8,24.5,58.23,14.76,29.95,5.8,11.5,Medium,6.39,COTTON,Synthetic
Groundnut,Clay Loam,Vegetative,Sprinkler,Medium,26.45,19.16,66.48,8.89,28.33,3.23,0.86,Low,5.08,GROUNDNUT,Synthetic
Groundnut,Clay,Grain Filling,Rainfed,Medium,53.6,21.03,79.89,17.47,120.74,5.13,6.03,Medium,5.81,GROUNDNUT,Synthetic
Tomato,Loamy,Vegetative,Sprinkler,High,40.54,30.73,87.34,31.57,33.32,3.09,3.3,Low,3.08,TOMATO,Synthetic
Wheat,Clay Loam,Seedling,Drip,Medium,14.31,40.89,44.4,24.8,150.24,5.13,0.28,Medium,7.54,WHEAT,Synthetic
Groundnut,Clay,Vegetative,Flood,High,39.79,28.0,38.8,7.06,31.95,7.22,0.21,Medium,7.25,GROUNDNUT,Synthetic
Rice,Clay Loam,Grain Filling,Flood,Low,46.4,29.34,81.53,9.24,28.34,3.46,3.82,Low,5.03,RICE,Synthetic
Cotton,Clay,Seedling,Sprinkler,Low,66.39,26.58,87.51,10.21,40.46,4.27,1.89,Low,3.21,COTTON,Synthetic
Groundnut,Clay Loam,Grain Filling,Flood,High,17.35,35.9,64.17,17.92,24.13,2.51,0.52,Low,4.87,GROUNDNUT,Synthetic
Potato,Clay,Vegetative,Drip,High,49.94,40.53,68.48,0.62,31.39,2.49,1.06,Low,2.05,POTATO,Synthetic
Soybean,Sandy,Maturity,Sprinkler,High,14.62,38.16,54.1,9.48,113.68,3.5,3.64,Low,4.23,SOYBEAN,Synthetic
Wheat,Clay,Vegetative,Rainfed,High,60.24,30.0,83.78,12.96,17.93,4.46,0.57,Low,4.64,WHEAT,Synthetic
Groundnut,Sandy Loam,Vegetative,Flood,Low,33.66,28.7,50.79,2.75,46.9,4.5,2.14,Medium,8.6,GROUNDNUT,Synthetic
Maize,Sandy Loam,Grain Filling,Rainfed,Low,53.85,31.52,57.23,11.86,20.09,5.34,7.59,Medium,7.25,MAIZE,Synthetic
Cotton,Sandy Loam,Vegetative,Flood,Medium,69.41,41.17,41.18,4.92,90.44,6.88,1.41,High,9.8,COTTON,Synthetic
Potato,Sandy Loam,Flowering,Flood,Medium,16.64,25.58,48.78,28.53,28.46,6.4,1.48,High,9.77,POTATO,Synthetic
Wheat,Loamy,Grain Filling,Flood,Medium,49.51,31.28,55.65,13.42,126.03,5.67,0.35,Medium,6.47,WHEAT,Synthetic
Tomato,Sandy,Vegetative,Flood,Medium,19.46,21.49,70.89,11.33,97.7,4.96,0.24,Low,5.88,TOMATO,Synthetic
Groundnut,Sandy Loam,Vegetative,Flood,Medium,60.35,37.64,73.62,28.95,42.47,6.18,9.53,Medium,7.54,GROUNDNUT,Synthetic
Sugarcane,Sandy Loam,Vegetative,Drip,High,68.4,25.2,56.25,9.06,7.18,4.11,2.02,Low,5.01,SUGARCANE,Synthetic
Potato,Loamy,Vegetative,Sprinkler,Low,50.32,18.38,70.9,64.81,53.93,2.66,0.91,Low,2.65,POTATO,Synthetic
Maize,Loamy,Grain Filling,Sprinkler,Low,32.01,20.16,78.62,3.81,168.25,2.11,5.39,Low,1.77,MAIZE,Synthetic
Sugarcane,Clay Loam,Maturity,Flood,Medium,28.97,39.89,34.38,4.62,47.65,7.48,0.78,High,9.97,SUGARCANE,Synthetic
Wheat,Loamy,Grain Filling,Flood,Low,64.2,18.68,64.57,17.01,79.72,4.57,7.49,Medium,7.46,WHEAT,Synthetic
Banana,Loamy,Flowering,Drip,Medium,59.66,34.13,87.71,8.55,48.57,7.48,2.29,High,11.06,BANANA,Synthetic
Soybean,Loamy,Flowering,Rainfed,Medium,54.06,31.89,67.87,8.89,57.01,3.01,2.21,Medium,5.78,SOYBEAN,Synthetic
Potato,Sandy,Vegetative,Sprinkler,Medium,47.46,26.62,42.74,3.68,220.1,5.17,0.57,Low,4.19,POTATO,Synthetic
Wheat,Clay,Vegetative,Flood,Medium,43.9,33.35,62.38,9.06,10.93,2.53,1.31,Low,3.47,WHEAT,Synthetic
Sugarcane,Sandy,Vegetative,Flood,Low,60.97,21.51,53.89,9.45,86.5,7.86,1.29,High,12.0,SUGARCANE,Synthetic
Sugarcane,Clay,Maturity,Flood,Medium,22.19,40.01,33.19,25.83,48.14,2.71,0.3,Low,5.09,SUGARCANE,Synthetic
Sugarcane,Clay Loam,Seedling,Sprinkler,Medium,54.41,20.27,62.8,3.65,6.43,7.48,9.22,High,8.5,SUGARCANE,Synthetic
Potato,Sandy Loam,Vegetative,Rainfed,Medium,66.01,22.25,81.0,3.25,68.21,4.3,1.18,Low,3.23,POTATO,Synthetic
Cotton,Clay,Grain Filling,Flood,Medium,53.71,37.89,35.86,17.99,85.12,7.64,6.58,High,12.0,COTTON,Synthetic
Tomato,Clay Loam,Flowering,Rainfed,High,41.05,23.51,43.81,15.33,93.84,5.67,1.59,Low,5.74,TOMATO,Synthetic
Maize,Sandy,Seedling,Drip,Medium,59.53,20.12,75.56,11.52,32.52,3.08,0.2,Low,2.54,MAIZE,Synthetic
Soybean,Sandy,Grain Filling,Drip,High,35.35,21.85,79.82,8.29,29.63,6.73,2.03,Medium,7.87,SOYBEAN,Synthetic
Rice,Loamy,Grain Filling,Flood,Medium,21.12,24.24,33.04,14.28,20.99,3.21,16.21,Medium,5.81,RICE,Synthetic
Potato,Sandy,Vegetative,Drip,High,26.19,38.84,36.88,2.52,35.68,5.46,7.6,Medium,7.78,POTATO,Synthetic
Rice,Sandy,Grain Filling,Flood,Low,17.75,36.52,71.21,7.09,36.65,7.75,12.24,High,12.0,RICE,Synthetic
Banana,Loamy,Grain Filling,Drip,High,39.57,38.35,35.29,2.15,27.98,7.58,4.0,High,12.0,BANANA,Synthetic
Soybean,Sandy,Grain Filling,Drip,High,28.14,23.8,75.56,4.27,11.55,3.28,5.81,Low,4.06,SOYBEAN,Synthetic
Banana,Loamy,Seedling,Flood,High,39.63,27.05,89.87,10.45,18.24,4.67,3.61,Low,4.97,BANANA,Synthetic
Wheat,Clay Loam,Grain Filling,Flood,Medium,67.52,36.95,56.47,15.33,16.73,4.6,0.3,Medium,6.74,WHEAT,Synthetic
Potato,Sandy,Flowering,Drip,Low,29.51,20.86,60.68,0.66,40.82,5.22,0.74,High,8.97,POTATO,Synthetic
Sugarcane,Sandy Loam,Flowering,Drip,Medium,40.46,39.11,58.73,22.37,59.3,3.83,0.69,High,7.66,SUGARCANE,Synthetic
Banana,Sandy Loam,Flowering,Rainfed,High,30.47,35.26,54.03,6.35,94.71,2.07,0.47,Low,4.39,BANANA,Synthetic
Banana,Clay,Grain Filling,Rainfed,Medium,44.98,32.83,87.02,5.38,125.56,3.96,0.97,Medium,6.32,BANANA,Synthetic
Groundnut,Clay Loam,Grain Filling,Rainfed,High,42.36,34.27,89.21,1.47,28.95,5.4,1.37,Medium,6.76,GROUNDNUT,Synthetic
Maize,Loamy,Grain Filling,Sprinkler,Medium,46.34,21.22,79.12,17.1,25.2,6.18,1.47,High,8.52,MAIZE,Synthetic
Wheat,Clay Loam,Maturity,Drip,Medium,59.65,18.04,78.61,10.09,52.92,7.2,0.34,Low,5.27,WHEAT,Synthetic
Wheat,Sandy Loam,Flowering,Sprinkler,Medium,42.26,22.57,89.58,15.04,88.16,3.22,0.4,Low,3.92,WHEAT,Synthetic
Tomato,Clay,Vegetative,Drip,Medium,68.88,33.12,66.65,8.75,63.94,7.95,4.61,High,11.41,TOMATO,Synthetic
Sugarcane,Sandy Loam,Vegetative,Flood,High,21.46,37.0,56.0,10.6,69.77,5.46,11.45,Medium,7.47,SUGARCANE,Synthetic
Groundnut,Sandy Loam,Vegetative,Drip,Low,54.43,40.0,57.84,3.54,8.86,3.74,8.75,Low,4.46,GROUNDNUT,Synthetic
Maize,Clay,Vegetative,Rainfed,Low,26.29,29.83,56.24,1.22,22.68,3.53,10.56,Medium,7.59,MAIZE,Synthetic
Soybean,Loamy,Flowering,Sprinkler,High,12.23,29.34,36.48,10.96,87.42,3.33,0.74,Medium,6.01,SOYBEAN,Synthetic
Groundnut,Clay Loam,Maturity,Rainfed,Medium,15.35,21.39,62.16,5.27,16.38,3.37,4.31,Low,2.93,GROUNDNUT,Synthetic
Rice,Sandy Loam,Maturity,Drip,Medium,56.8,29.42,88.36,11.26,25.0,7.89,1.47,Medium,6.85,RICE,Synthetic
Rice,Sandy Loam,Seedling,Sprinkler,Medium,33.58,19.16,70.63,4.83,36.92,6.31,4.02,Medium,7.73,RICE,Synthetic
Groundnut,Loamy,Seedling,Sprinkler,Medium,69.72,40.69,45.4,7.86,35.61,3.36,1.96,Low,3.76,GROUNDNUT,Synthetic
Sugarcane,Loamy,Flowering,Flood,Medium,12.24,35.97,78.56,1.81,169.29,3.19,0.26,Medium,7.69,SUGARCANE,Synthetic
Potato,Clay Loam,Seedling,Flood,Low,29.3,39.62,56.21,4.25,63.28,5.22,0.37,Medium,8.35,POTATO,Synthetic
Tomato,Loamy,Vegetative,Rainfed,Medium,64.84,30.14,68.92,8.45,75.54,3.31,4.09,Low,3.92,TOMATO,Synthetic
Maize,Clay Loam,Vegetative,Flood,Low,30.73,41.89,80.18,24.63,23.31,5.25,16.91,High,9.91,MAIZE,Synthetic
Groundnut,Sandy,Grain Filling,Flood,Low,56.99,38.07,45.88,4.83,61.25,2.89,1.24,Medium,6.69,GROUNDNUT,Synthetic
Soybean,Loamy,Maturity,Drip,Medium,29.68,18.62,63.23,13.26,144.57,3.73,0.49,Low,3.68,SOYBEAN,Synthetic
Groundnut,Sandy,Vegetative,Flood,High,21.25,38.98,87.16,27.05,21.48,5.79,0.34,Medium,6.9,GROUNDNUT,Synthetic
Rice,Sandy,Seedling,Flood,Low,28.02,36.72,47.65,9.95,75.64,5.34,10.82,High,8.4,RICE,Synthetic
Maize,Sandy Loam,Vegetative,Drip,Medium,58.64,27.18,69.19,12.31,34.45,2.42,2.56,Low,2.39,MAIZE,Synthetic
Soybean,Clay,Flowering,Drip,Medium,44.69,40.82,63.48,8.01,61.5,4.28,0.37,Low,5.27,SOYBEAN,Synthetic
Cotton,Loamy,Vegetative,Drip,Medium,29.74,36.48,80.56,11.88,186.57,3.02,1.57,Medium,5.9,COTTON,Synthetic
Soybean,Sandy Loam,Vegetative,Flood,Low,61.21,30.61,82.92,4.42,54.8,3.7,1.71,Low,4.59,SOYBEAN,Synthetic
Wheat,Loamy,Seedling,Flood,High,24.93,38.54,50.22,3.19,155.85,6.14,11.06,Low,4.06,WHEAT,Synthetic
Potato,Clay Loam,Flowering,Sprinkler,Medium,52.98,35.84,32.56,10.34,77.5,6.3,0.23,High,9.5,POTATO,Synthetic
Maize,Loamy,Seedling,Drip,Medium,21.31,26.18,57.26,20.21,35.85,2.68,0.48,Low,3.1,MAIZE,Synthetic
